processed_filename,FARFAR_filename,Library_filename,filename,score
ens-4975.pdb,S_175_000072.pdb,ens-4975.pdb,S_175_000072.pdb,-22.736
ens-9147.pdb,S_252_000094.pdb,ens-9147.pdb,S_252_000094.pdb,-12.816
ens-6963.pdb,S_160_000124.pdb,ens-6963.pdb,S_160_000124.pdb,-23.231
ens-9433.pdb,S_358_000025.pdb,ens-9433.pdb,S_358_000025.pdb,-19.509
ens-1986.pdb,S_100_000057.pdb,ens-1986.pdb,S_100_000057.pdb,-14.746
ens-337.pdb,S_315_000028.pdb,ens-337.pdb,S_315_000028.pdb,-24.318
ens-8101.pdb,S_035_000115.pdb,ens-8101.pdb,S_035_000115.pdb,-28.534
ens-759.pdb,S_029_000060.pdb,ens-759.pdb,S_029_000060.pdb,-22.941
ens-3830.pdb,S_194_000032.pdb,ens-3830.pdb,S_194_000032.pdb,-27.621
ens-9167.pdb,S_217_000025.pdb,ens-9167.pdb,S_217_000025.pdb,-25.331
ens-60.pdb,S_275_000043.pdb,ens-60.pdb,S_275_000043.pdb,-21.683
ens-9907.pdb,S_054_000066.pdb,ens-9907.pdb,S_054_000066.pdb,-20.866
ens-6901.pdb,S_064_000042.pdb,ens-6901.pdb,S_064_000042.pdb,-16.677
ens-2930.pdb,S_323_000092.pdb,ens-2930.pdb,S_323_000092.pdb,-15.272
ens-1322.pdb,S_145_000108.pdb,ens-1322.pdb,S_145_000108.pdb,-17.788
ens-1906.pdb,S_199_000066.pdb,ens-1906.pdb,S_199_000066.pdb,-14.494
ens-3333.pdb,S_358_000087.pdb,ens-3333.pdb,S_358_000087.pdb,-35.293
ens-693.pdb,S_058_000040.pdb,ens-693.pdb,S_058_000040.pdb,-20.3
ens-9994.pdb,S_184_000043.pdb,ens-9994.pdb,S_184_000043.pdb,-2.147
ens-4946.pdb,S_105_000071.pdb,ens-4946.pdb,S_105_000071.pdb,-32.18
ens-6104.pdb,S_118_000081.pdb,ens-6104.pdb,S_118_000081.pdb,-32.618
ens-3827.pdb,S_003_000013.pdb,ens-3827.pdb,S_003_000013.pdb,-23.779
ens-3065.pdb,S_165_000070.pdb,ens-3065.pdb,S_165_000070.pdb,-10.775
ens-6329.pdb,S_121_000061.pdb,ens-6329.pdb,S_121_000061.pdb,-21.237
ens-6271.pdb,S_091_000071.pdb,ens-6271.pdb,S_091_000071.pdb,-29.184
ens-8133.pdb,S_389_000118.pdb,ens-8133.pdb,S_389_000118.pdb,-16.053
ens-434.pdb,S_335_000050.pdb,ens-434.pdb,S_335_000050.pdb,-32.442
ens-9351.pdb,S_343_000015.pdb,ens-9351.pdb,S_343_000015.pdb,-19.591
ens-967.pdb,S_208_000105.pdb,ens-967.pdb,S_208_000105.pdb,-27.993
ens-9734.pdb,S_370_000035.pdb,ens-9734.pdb,S_370_000035.pdb,-21.552
ens-806.pdb,S_373_000094.pdb,ens-806.pdb,S_373_000094.pdb,-18.277
ens-2039.pdb,S_203_000074.pdb,ens-2039.pdb,S_203_000074.pdb,-17.825
ens-571.pdb,S_065_000086.pdb,ens-571.pdb,S_065_000086.pdb,-30.515
ens-5252.pdb,S_303_000112.pdb,ens-5252.pdb,S_303_000112.pdb,-22.075
ens-389.pdb,S_395_000056.pdb,ens-389.pdb,S_395_000056.pdb,-20.485
ens-9672.pdb,S_361_000114.pdb,ens-9672.pdb,S_361_000114.pdb,-14.386
ens-9170.pdb,S_163_000053.pdb,ens-9170.pdb,S_163_000053.pdb,-11.7
ens-5571.pdb,S_378_000076.pdb,ens-5571.pdb,S_378_000076.pdb,-30.099
ens-7120.pdb,S_103_000089.pdb,ens-7120.pdb,S_103_000089.pdb,-16.39
ens-8914.pdb,S_372_000068.pdb,ens-8914.pdb,S_372_000068.pdb,-31.169
ens-6052.pdb,S_389_000025.pdb,ens-6052.pdb,S_389_000025.pdb,-27.121
ens-7218.pdb,S_293_000078.pdb,ens-7218.pdb,S_293_000078.pdb,-34.847
ens-3667.pdb,S_221_000007.pdb,ens-3667.pdb,S_221_000007.pdb,-30.303
ens-7731.pdb,S_117_000122.pdb,ens-7731.pdb,S_117_000122.pdb,-22.963
ens-7494.pdb,S_223_000026.pdb,ens-7494.pdb,S_223_000026.pdb,-30.108
ens-8889.pdb,S_209_000053.pdb,ens-8889.pdb,S_209_000053.pdb,-20.486
ens-4377.pdb,S_102_000019.pdb,ens-4377.pdb,S_102_000019.pdb,-23.021
ens-4404.pdb,S_371_000091.pdb,ens-4404.pdb,S_371_000091.pdb,-15.699
ens-7403.pdb,S_362_000035.pdb,ens-7403.pdb,S_362_000035.pdb,-22.582
ens-5278.pdb,S_037_000019.pdb,ens-5278.pdb,S_037_000019.pdb,-26.226
ens-1243.pdb,S_023_000030.pdb,ens-1243.pdb,S_023_000030.pdb,-35.296
ens-2036.pdb,S_172_000072.pdb,ens-2036.pdb,S_172_000072.pdb,-21.81
ens-9504.pdb,S_279_000094.pdb,ens-9504.pdb,S_279_000094.pdb,-24.195
ens-1328.pdb,S_037_000016.pdb,ens-1328.pdb,S_037_000016.pdb,-8.438
ens-1230.pdb,S_039_000094.pdb,ens-1230.pdb,S_039_000094.pdb,-19.294
ens-6632.pdb,S_359_000115.pdb,ens-6632.pdb,S_359_000115.pdb,-20.225
ens-2624.pdb,S_299_000020.pdb,ens-2624.pdb,S_299_000020.pdb,-28.532
ens-635.pdb,S_271_000029.pdb,ens-635.pdb,S_271_000029.pdb,-20.83
ens-1333.pdb,S_075_000062.pdb,ens-1333.pdb,S_075_000062.pdb,-13.804
ens-3678.pdb,S_266_000044.pdb,ens-3678.pdb,S_266_000044.pdb,-35.496
ens-9690.pdb,S_368_000111.pdb,ens-9690.pdb,S_368_000111.pdb,-15.32
ens-6169.pdb,S_373_000054.pdb,ens-6169.pdb,S_373_000054.pdb,-17.304
ens-3390.pdb,S_104_000100.pdb,ens-3390.pdb,S_104_000100.pdb,-1.686
ens-7054.pdb,S_385_000104.pdb,ens-7054.pdb,S_385_000104.pdb,-24.248
ens-9014.pdb,S_311_000055.pdb,ens-9014.pdb,S_311_000055.pdb,-22.416
ens-3047.pdb,S_009_000044.pdb,ens-3047.pdb,S_009_000044.pdb,-30.369
ens-7009.pdb,S_238_000022.pdb,ens-7009.pdb,S_238_000022.pdb,-18.672
ens-2006.pdb,S_142_000011.pdb,ens-2006.pdb,S_142_000011.pdb,-29.66
ens-5701.pdb,S_289_000005.pdb,ens-5701.pdb,S_289_000005.pdb,-24.535
ens-9415.pdb,S_158_000032.pdb,ens-9415.pdb,S_158_000032.pdb,-11.906
ens-2028.pdb,S_273_000074.pdb,ens-2028.pdb,S_273_000074.pdb,-19.547
ens-8858.pdb,S_304_000036.pdb,ens-8858.pdb,S_304_000036.pdb,-28.98
ens-1067.pdb,S_178_000072.pdb,ens-1067.pdb,S_178_000072.pdb,-30.028
ens-4996.pdb,S_153_000006.pdb,ens-4996.pdb,S_153_000006.pdb,-26.829
ens-3364.pdb,S_384_000105.pdb,ens-3364.pdb,S_384_000105.pdb,-28.905
ens-2424.pdb,S_339_000077.pdb,ens-2424.pdb,S_339_000077.pdb,-28.911
ens-1758.pdb,S_315_000121.pdb,ens-1758.pdb,S_315_000121.pdb,-28.988
ens-1548.pdb,S_255_000033.pdb,ens-1548.pdb,S_255_000033.pdb,-12.133
ens-7089.pdb,S_034_000037.pdb,ens-7089.pdb,S_034_000037.pdb,-28.276
ens-1389.pdb,S_163_000018.pdb,ens-1389.pdb,S_163_000018.pdb,-17.709
ens-6414.pdb,S_068_000044.pdb,ens-6414.pdb,S_068_000044.pdb,-25.194
ens-9715.pdb,S_274_000116.pdb,ens-9715.pdb,S_274_000116.pdb,-12.648
ens-5677.pdb,S_104_000082.pdb,ens-5677.pdb,S_104_000082.pdb,-20.739
ens-6317.pdb,S_077_000078.pdb,ens-6317.pdb,S_077_000078.pdb,-29.6
ens-6820.pdb,S_003_000025.pdb,ens-6820.pdb,S_003_000025.pdb,-20.03
ens-6108.pdb,S_033_000073.pdb,ens-6108.pdb,S_033_000073.pdb,-10.449
ens-8598.pdb,S_393_000011.pdb,ens-8598.pdb,S_393_000011.pdb,-25.814
ens-742.pdb,S_020_000099.pdb,ens-742.pdb,S_020_000099.pdb,-19.52
ens-3715.pdb,S_300_000122.pdb,ens-3715.pdb,S_300_000122.pdb,-26.139
ens-9090.pdb,S_080_000114.pdb,ens-9090.pdb,S_080_000114.pdb,-38.123
ens-5820.pdb,S_335_000042.pdb,ens-5820.pdb,S_335_000042.pdb,-27.646
ens-8409.pdb,S_242_000122.pdb,ens-8409.pdb,S_242_000122.pdb,-27.584
ens-4839.pdb,S_207_000125.pdb,ens-4839.pdb,S_207_000125.pdb,-26.608
ens-3289.pdb,S_172_000028.pdb,ens-3289.pdb,S_172_000028.pdb,-31.382
ens-8001.pdb,S_136_000098.pdb,ens-8001.pdb,S_136_000098.pdb,-31.44
ens-8441.pdb,S_170_000005.pdb,ens-8441.pdb,S_170_000005.pdb,-21.501
ens-2270.pdb,S_251_000114.pdb,ens-2270.pdb,S_251_000114.pdb,-12.539
ens-454.pdb,S_048_000039.pdb,ens-454.pdb,S_048_000039.pdb,-28.475
ens-8668.pdb,S_113_000092.pdb,ens-8668.pdb,S_113_000092.pdb,-16.066
ens-6101.pdb,S_081_000088.pdb,ens-6101.pdb,S_081_000088.pdb,-29.063
ens-8819.pdb,S_068_000023.pdb,ens-8819.pdb,S_068_000023.pdb,-25.402
ens-6470.pdb,S_245_000051.pdb,ens-6470.pdb,S_245_000051.pdb,-28.583
ens-4909.pdb,S_085_000099.pdb,ens-4909.pdb,S_085_000099.pdb,-35.003
ens-6552.pdb,S_369_000081.pdb,ens-6552.pdb,S_369_000081.pdb,-24.309
ens-3355.pdb,S_004_000094.pdb,ens-3355.pdb,S_004_000094.pdb,-27.886
ens-1177.pdb,S_054_000035.pdb,ens-1177.pdb,S_054_000035.pdb,-33.936
ens-2443.pdb,S_153_000118.pdb,ens-2443.pdb,S_153_000118.pdb,-35.965
ens-1399.pdb,S_058_000038.pdb,ens-1399.pdb,S_058_000038.pdb,-24.182
ens-5029.pdb,S_040_000035.pdb,ens-5029.pdb,S_040_000035.pdb,-25.084
ens-526.pdb,S_389_000023.pdb,ens-526.pdb,S_389_000023.pdb,-32.015
ens-132.pdb,S_253_000004.pdb,ens-132.pdb,S_253_000004.pdb,-14.95
ens-8246.pdb,S_330_000017.pdb,ens-8246.pdb,S_330_000017.pdb,-7.827
ens-1263.pdb,S_290_000003.pdb,ens-1263.pdb,S_290_000003.pdb,-9.159
ens-6313.pdb,S_111_000107.pdb,ens-6313.pdb,S_111_000107.pdb,-10.678
ens-4893.pdb,S_399_000119.pdb,ens-4893.pdb,S_399_000119.pdb,-27.611
ens-9944.pdb,S_273_000092.pdb,ens-9944.pdb,S_273_000092.pdb,-22.145
ens-3982.pdb,S_279_000008.pdb,ens-3982.pdb,S_279_000008.pdb,-23.489
ens-8942.pdb,S_060_000054.pdb,ens-8942.pdb,S_060_000054.pdb,-19.186
ens-999.pdb,S_300_000064.pdb,ens-999.pdb,S_300_000064.pdb,-18.919
ens-7810.pdb,S_137_000050.pdb,ens-7810.pdb,S_137_000050.pdb,-24.648
ens-1170.pdb,S_088_000047.pdb,ens-1170.pdb,S_088_000047.pdb,-28.481
ens-7879.pdb,S_238_000036.pdb,ens-7879.pdb,S_238_000036.pdb,-16.52
ens-5190.pdb,S_054_000057.pdb,ens-5190.pdb,S_054_000057.pdb,-23.54
ens-7484.pdb,S_110_000092.pdb,ens-7484.pdb,S_110_000092.pdb,-14.421
ens-1459.pdb,S_128_000083.pdb,ens-1459.pdb,S_128_000083.pdb,-22.803
ens-8646.pdb,S_112_000125.pdb,ens-8646.pdb,S_112_000125.pdb,-27.89
ens-7661.pdb,S_243_000064.pdb,ens-7661.pdb,S_243_000064.pdb,-15.475
ens-1412.pdb,S_243_000083.pdb,ens-1412.pdb,S_243_000083.pdb,-25.736
ens-2013.pdb,S_173_000087.pdb,ens-2013.pdb,S_173_000087.pdb,-26.522
ens-14.pdb,S_115_000074.pdb,ens-14.pdb,S_115_000074.pdb,-34.805
ens-5148.pdb,S_281_000081.pdb,ens-5148.pdb,S_281_000081.pdb,-14.547
ens-2515.pdb,S_242_000107.pdb,ens-2515.pdb,S_242_000107.pdb,-31.124
ens-9115.pdb,S_333_000009.pdb,ens-9115.pdb,S_333_000009.pdb,-25.878
ens-7767.pdb,S_130_000018.pdb,ens-7767.pdb,S_130_000018.pdb,-26.542
ens-3543.pdb,S_130_000122.pdb,ens-3543.pdb,S_130_000122.pdb,-15.14
ens-2605.pdb,S_262_000021.pdb,ens-2605.pdb,S_262_000021.pdb,-16.85
ens-3198.pdb,S_218_000093.pdb,ens-3198.pdb,S_218_000093.pdb,-25.278
ens-3192.pdb,S_330_000044.pdb,ens-3192.pdb,S_330_000044.pdb,-35.493
ens-868.pdb,S_247_000021.pdb,ens-868.pdb,S_247_000021.pdb,-21.046
ens-9705.pdb,S_200_000014.pdb,ens-9705.pdb,S_200_000014.pdb,-32.149
ens-270.pdb,S_310_000046.pdb,ens-270.pdb,S_310_000046.pdb,-26.685
ens-7643.pdb,S_355_000115.pdb,ens-7643.pdb,S_355_000115.pdb,-27.239
ens-2938.pdb,S_310_000078.pdb,ens-2938.pdb,S_310_000078.pdb,-20.698
ens-4855.pdb,S_203_000024.pdb,ens-4855.pdb,S_203_000024.pdb,-13.264
ens-7363.pdb,S_249_000054.pdb,ens-7363.pdb,S_249_000054.pdb,-26.527
ens-6174.pdb,S_214_000055.pdb,ens-6174.pdb,S_214_000055.pdb,-22.603
ens-3560.pdb,S_033_000117.pdb,ens-3560.pdb,S_033_000117.pdb,-20.544
ens-6503.pdb,S_133_000091.pdb,ens-6503.pdb,S_133_000091.pdb,-27.047
ens-7714.pdb,S_340_000064.pdb,ens-7714.pdb,S_340_000064.pdb,-28.896
ens-2806.pdb,S_246_000064.pdb,ens-2806.pdb,S_246_000064.pdb,-32.024
ens-8563.pdb,S_135_000119.pdb,ens-8563.pdb,S_135_000119.pdb,-23.787
ens-7978.pdb,S_314_000032.pdb,ens-7978.pdb,S_314_000032.pdb,-17.295
ens-2265.pdb,S_354_000070.pdb,ens-2265.pdb,S_354_000070.pdb,-20.029
ens-3975.pdb,S_299_000098.pdb,ens-3975.pdb,S_299_000098.pdb,-20.45
ens-187.pdb,S_101_000048.pdb,ens-187.pdb,S_101_000048.pdb,-33.643
ens-4851.pdb,S_195_000023.pdb,ens-4851.pdb,S_195_000023.pdb,-26.326
ens-6340.pdb,S_040_000024.pdb,ens-6340.pdb,S_040_000024.pdb,-27.836
ens-1455.pdb,S_352_000015.pdb,ens-1455.pdb,S_352_000015.pdb,-25.778
ens-8139.pdb,S_208_000053.pdb,ens-8139.pdb,S_208_000053.pdb,-29.931
ens-6724.pdb,S_391_000099.pdb,ens-6724.pdb,S_391_000099.pdb,-23.493
ens-7868.pdb,S_365_000082.pdb,ens-7868.pdb,S_365_000082.pdb,-19.961
ens-7603.pdb,S_231_000062.pdb,ens-7603.pdb,S_231_000062.pdb,-22.43
ens-2716.pdb,S_220_000004.pdb,ens-2716.pdb,S_220_000004.pdb,-22.155
ens-5902.pdb,S_351_000119.pdb,ens-5902.pdb,S_351_000119.pdb,-26.853
ens-4503.pdb,S_201_000057.pdb,ens-4503.pdb,S_201_000057.pdb,-28.209
ens-3893.pdb,S_260_000034.pdb,ens-3893.pdb,S_260_000034.pdb,-29.012
ens-6862.pdb,S_362_000051.pdb,ens-6862.pdb,S_362_000051.pdb,-6.759
ens-2308.pdb,S_022_000074.pdb,ens-2308.pdb,S_022_000074.pdb,-30.056
ens-7472.pdb,S_001_000124.pdb,ens-7472.pdb,S_001_000124.pdb,-31.119
ens-1505.pdb,S_258_000053.pdb,ens-1505.pdb,S_258_000053.pdb,-32.851
ens-4647.pdb,S_360_000092.pdb,ens-4647.pdb,S_360_000092.pdb,-23.942
ens-6589.pdb,S_182_000017.pdb,ens-6589.pdb,S_182_000017.pdb,-11.45
ens-7912.pdb,S_138_000125.pdb,ens-7912.pdb,S_138_000125.pdb,-7.154
ens-542.pdb,S_239_000034.pdb,ens-542.pdb,S_239_000034.pdb,-25.964
ens-258.pdb,S_210_000020.pdb,ens-258.pdb,S_210_000020.pdb,-24.32
ens-9342.pdb,S_297_000121.pdb,ens-9342.pdb,S_297_000121.pdb,-34.201
ens-86.pdb,S_141_000071.pdb,ens-86.pdb,S_141_000071.pdb,-6.419
ens-2457.pdb,S_334_000114.pdb,ens-2457.pdb,S_334_000114.pdb,-23.137
ens-7962.pdb,S_338_000041.pdb,ens-7962.pdb,S_338_000041.pdb,-27.338
ens-5642.pdb,S_021_000116.pdb,ens-5642.pdb,S_021_000116.pdb,-32.163
ens-3994.pdb,S_214_000085.pdb,ens-3994.pdb,S_214_000085.pdb,-16.445
ens-360.pdb,S_119_000042.pdb,ens-360.pdb,S_119_000042.pdb,-26.014
ens-3291.pdb,S_373_000078.pdb,ens-3291.pdb,S_373_000078.pdb,-28.463
ens-8066.pdb,S_290_000027.pdb,ens-8066.pdb,S_290_000027.pdb,-12.069
ens-1015.pdb,S_292_000061.pdb,ens-1015.pdb,S_292_000061.pdb,-12.005
ens-5958.pdb,S_393_000097.pdb,ens-5958.pdb,S_393_000097.pdb,-8.811
ens-1860.pdb,S_097_000084.pdb,ens-1860.pdb,S_097_000084.pdb,-29.117
ens-1136.pdb,S_004_000040.pdb,ens-1136.pdb,S_004_000040.pdb,-35.486
ens-531.pdb,S_179_000077.pdb,ens-531.pdb,S_179_000077.pdb,-31.71
ens-2142.pdb,S_006_000044.pdb,ens-2142.pdb,S_006_000044.pdb,-22.568
ens-7004.pdb,S_056_000013.pdb,ens-7004.pdb,S_056_000013.pdb,-36.705
ens-6383.pdb,S_084_000006.pdb,ens-6383.pdb,S_084_000006.pdb,-14.06
ens-2595.pdb,S_152_000123.pdb,ens-2595.pdb,S_152_000123.pdb,-21.883
ens-4366.pdb,S_061_000032.pdb,ens-4366.pdb,S_061_000032.pdb,-32.792
ens-575.pdb,S_206_000010.pdb,ens-575.pdb,S_206_000010.pdb,-19.707
ens-3648.pdb,S_088_000078.pdb,ens-3648.pdb,S_088_000078.pdb,-28.08
ens-9214.pdb,S_162_000012.pdb,ens-9214.pdb,S_162_000012.pdb,-22.524
ens-5503.pdb,S_101_000058.pdb,ens-5503.pdb,S_101_000058.pdb,-11.598
ens-3493.pdb,S_025_000009.pdb,ens-3493.pdb,S_025_000009.pdb,-4.663
ens-5187.pdb,S_354_000011.pdb,ens-5187.pdb,S_354_000011.pdb,-28.652
ens-9138.pdb,S_348_000098.pdb,ens-9138.pdb,S_348_000098.pdb,-21.147
ens-140.pdb,S_041_000032.pdb,ens-140.pdb,S_041_000032.pdb,-25.346
ens-9481.pdb,S_076_000110.pdb,ens-9481.pdb,S_076_000110.pdb,-22.556
ens-1048.pdb,S_224_000083.pdb,ens-1048.pdb,S_224_000083.pdb,-29.867
ens-129.pdb,S_329_000076.pdb,ens-129.pdb,S_329_000076.pdb,-28.861
ens-2865.pdb,S_352_000026.pdb,ens-2865.pdb,S_352_000026.pdb,-29.425
ens-5745.pdb,S_156_000009.pdb,ens-5745.pdb,S_156_000009.pdb,-14.132
ens-3607.pdb,S_400_000097.pdb,ens-3607.pdb,S_400_000097.pdb,-35.27
ens-80.pdb,S_120_000113.pdb,ens-80.pdb,S_120_000113.pdb,-13.814
ens-6540.pdb,S_312_000089.pdb,ens-6540.pdb,S_312_000089.pdb,-6.184
ens-335.pdb,S_014_000107.pdb,ens-335.pdb,S_014_000107.pdb,-8.75
ens-4617.pdb,S_063_000021.pdb,ens-4617.pdb,S_063_000021.pdb,-29.91
ens-1847.pdb,S_151_000038.pdb,ens-1847.pdb,S_151_000038.pdb,-32.48
ens-7434.pdb,S_128_000059.pdb,ens-7434.pdb,S_128_000059.pdb,-14.073
ens-9576.pdb,S_036_000081.pdb,ens-9576.pdb,S_036_000081.pdb,-26.784
ens-7338.pdb,S_349_000119.pdb,ens-7338.pdb,S_349_000119.pdb,-26.026
ens-5737.pdb,S_257_000006.pdb,ens-5737.pdb,S_257_000006.pdb,-37.114
ens-6856.pdb,S_044_000068.pdb,ens-6856.pdb,S_044_000068.pdb,-25.535
ens-4917.pdb,S_066_000072.pdb,ens-4917.pdb,S_066_000072.pdb,-13.976
ens-6638.pdb,S_004_000074.pdb,ens-6638.pdb,S_004_000074.pdb,-19.658
ens-6837.pdb,S_277_000073.pdb,ens-6837.pdb,S_277_000073.pdb,-31.664
ens-8154.pdb,S_061_000010.pdb,ens-8154.pdb,S_061_000010.pdb,-14.805
ens-4490.pdb,S_118_000036.pdb,ens-4490.pdb,S_118_000036.pdb,-27.638
ens-2697.pdb,S_097_000118.pdb,ens-2697.pdb,S_097_000118.pdb,-21.905
ens-8260.pdb,S_229_000059.pdb,ens-8260.pdb,S_229_000059.pdb,-29.458
ens-7301.pdb,S_193_000066.pdb,ens-7301.pdb,S_193_000066.pdb,-11.366
ens-9649.pdb,S_002_000009.pdb,ens-9649.pdb,S_002_000009.pdb,-21.408
ens-4136.pdb,S_004_000069.pdb,ens-4136.pdb,S_004_000069.pdb,-21.67
ens-614.pdb,S_332_000030.pdb,ens-614.pdb,S_332_000030.pdb,-17.992
ens-8510.pdb,S_065_000065.pdb,ens-8510.pdb,S_065_000065.pdb,-24.203
ens-1762.pdb,S_266_000117.pdb,ens-1762.pdb,S_266_000117.pdb,-8.167
ens-7829.pdb,S_246_000014.pdb,ens-7829.pdb,S_246_000014.pdb,-29.955
ens-4285.pdb,S_393_000105.pdb,ens-4285.pdb,S_393_000105.pdb,-25.643
ens-6866.pdb,S_313_000030.pdb,ens-6866.pdb,S_313_000030.pdb,-11.903
ens-8555.pdb,S_173_000115.pdb,ens-8555.pdb,S_173_000115.pdb,-10.795
ens-8431.pdb,S_043_000019.pdb,ens-8431.pdb,S_043_000019.pdb,-12.357
ens-8515.pdb,S_230_000122.pdb,ens-8515.pdb,S_230_000122.pdb,-24.522
ens-9966.pdb,S_383_000011.pdb,ens-9966.pdb,S_383_000011.pdb,-27.173
ens-4609.pdb,S_238_000061.pdb,ens-4609.pdb,S_238_000061.pdb,-24.337
ens-4591.pdb,S_078_000076.pdb,ens-4591.pdb,S_078_000076.pdb,-20.133
ens-9381.pdb,S_301_000041.pdb,ens-9381.pdb,S_301_000041.pdb,-16.51
ens-5059.pdb,S_159_000047.pdb,ens-5059.pdb,S_159_000047.pdb,-16.182
ens-6446.pdb,S_012_000026.pdb,ens-6446.pdb,S_012_000026.pdb,-10.52
ens-6771.pdb,S_105_000087.pdb,ens-6771.pdb,S_105_000087.pdb,-20.477
ens-3312.pdb,S_277_000025.pdb,ens-3312.pdb,S_277_000025.pdb,-36.045
ens-9767.pdb,S_155_000035.pdb,ens-9767.pdb,S_155_000035.pdb,-30.361
ens-3856.pdb,S_382_000033.pdb,ens-3856.pdb,S_382_000033.pdb,-27.054
ens-5511.pdb,S_250_000038.pdb,ens-5511.pdb,S_250_000038.pdb,-13.739
ens-7771.pdb,S_295_000018.pdb,ens-7771.pdb,S_295_000018.pdb,-31.323
ens-6760.pdb,S_271_000082.pdb,ens-6760.pdb,S_271_000082.pdb,-25.854
ens-9951.pdb,S_055_000065.pdb,ens-9951.pdb,S_055_000065.pdb,-24.842
ens-672.pdb,S_215_000057.pdb,ens-672.pdb,S_215_000057.pdb,-30.459
ens-2670.pdb,S_252_000049.pdb,ens-2670.pdb,S_252_000049.pdb,-13.493
ens-368.pdb,S_310_000034.pdb,ens-368.pdb,S_310_000034.pdb,-32.262
ens-1002.pdb,S_126_000055.pdb,ens-1002.pdb,S_126_000055.pdb,-18.319
ens-9870.pdb,S_065_000044.pdb,ens-9870.pdb,S_065_000044.pdb,-29.963
ens-3509.pdb,S_082_000085.pdb,ens-3509.pdb,S_082_000085.pdb,-21.664
ens-1651.pdb,S_332_000102.pdb,ens-1651.pdb,S_332_000102.pdb,-30.55
ens-3284.pdb,S_145_000076.pdb,ens-3284.pdb,S_145_000076.pdb,-25.852
ens-2307.pdb,S_034_000105.pdb,ens-2307.pdb,S_034_000105.pdb,-38.554
ens-779.pdb,S_378_000051.pdb,ens-779.pdb,S_378_000051.pdb,-25.736
ens-8245.pdb,S_126_000032.pdb,ens-8245.pdb,S_126_000032.pdb,-19.465
ens-8038.pdb,S_170_000044.pdb,ens-8038.pdb,S_170_000044.pdb,-20.018
ens-1925.pdb,S_100_000073.pdb,ens-1925.pdb,S_100_000073.pdb,-18.022
ens-6584.pdb,S_395_000061.pdb,ens-6584.pdb,S_395_000061.pdb,-24.506
ens-5838.pdb,S_048_000107.pdb,ens-5838.pdb,S_048_000107.pdb,-36.281
ens-6109.pdb,S_219_000009.pdb,ens-6109.pdb,S_219_000009.pdb,-29.616
ens-7558.pdb,S_393_000039.pdb,ens-7558.pdb,S_393_000039.pdb,-31.994
ens-7095.pdb,S_206_000081.pdb,ens-7095.pdb,S_206_000081.pdb,-9.642
ens-8408.pdb,S_264_000005.pdb,ens-8408.pdb,S_264_000005.pdb,-30.83
ens-4305.pdb,S_134_000114.pdb,ens-4305.pdb,S_134_000114.pdb,-22.997
ens-1594.pdb,S_082_000027.pdb,ens-1594.pdb,S_082_000027.pdb,-24.03
ens-2234.pdb,S_013_000098.pdb,ens-2234.pdb,S_013_000098.pdb,-3.936
ens-6219.pdb,S_019_000024.pdb,ens-6219.pdb,S_019_000024.pdb,-34.496
ens-4164.pdb,S_320_000102.pdb,ens-4164.pdb,S_320_000102.pdb,-7.748
ens-7841.pdb,S_241_000033.pdb,ens-7841.pdb,S_241_000033.pdb,-11.544
ens-3089.pdb,S_173_000059.pdb,ens-3089.pdb,S_173_000059.pdb,-27.124
ens-5905.pdb,S_294_000075.pdb,ens-5905.pdb,S_294_000075.pdb,-26.142
ens-9350.pdb,S_368_000035.pdb,ens-9350.pdb,S_368_000035.pdb,-26.292
ens-8785.pdb,S_148_000055.pdb,ens-8785.pdb,S_148_000055.pdb,-30.564
ens-9583.pdb,S_345_000037.pdb,ens-9583.pdb,S_345_000037.pdb,-23.507
ens-4872.pdb,S_074_000073.pdb,ens-4872.pdb,S_074_000073.pdb,-27.091
ens-1049.pdb,S_358_000109.pdb,ens-1049.pdb,S_358_000109.pdb,-3.91
ens-906.pdb,S_350_000110.pdb,ens-906.pdb,S_350_000110.pdb,-27.542
ens-4017.pdb,S_016_000086.pdb,ens-4017.pdb,S_016_000086.pdb,-34.004
ens-77.pdb,S_048_000121.pdb,ens-77.pdb,S_048_000121.pdb,-26.364
ens-5629.pdb,S_196_000078.pdb,ens-5629.pdb,S_196_000078.pdb,-34.537
ens-3749.pdb,S_101_000029.pdb,ens-3749.pdb,S_101_000029.pdb,-33.395
ens-1840.pdb,S_370_000088.pdb,ens-1840.pdb,S_370_000088.pdb,-27.73
ens-2719.pdb,S_269_000069.pdb,ens-2719.pdb,S_269_000069.pdb,-6.552
ens-1629.pdb,S_122_000073.pdb,ens-1629.pdb,S_122_000073.pdb,-12.477
ens-7994.pdb,S_216_000008.pdb,ens-7994.pdb,S_216_000008.pdb,-24.672
ens-7957.pdb,S_163_000116.pdb,ens-7957.pdb,S_163_000116.pdb,-29.724
ens-3019.pdb,S_398_000107.pdb,ens-3019.pdb,S_398_000107.pdb,-25.86
ens-5953.pdb,S_104_000075.pdb,ens-5953.pdb,S_104_000075.pdb,-21.121
ens-3539.pdb,S_302_000103.pdb,ens-3539.pdb,S_302_000103.pdb,-24.705
ens-5276.pdb,S_088_000052.pdb,ens-5276.pdb,S_088_000052.pdb,-26.139
ens-7616.pdb,S_190_000057.pdb,ens-7616.pdb,S_190_000057.pdb,-13.241
